Data,Label,,,,,,,,,,,,,,,,,,,,,,,,
যৌতুক অমানবিক প্রথা মানুষকে অবমূল্যায়ন করছে,0,,,,,,,,,,,,,,,,,,,,,,,,
 পিরিয়ড নিয়ে আলোচনা হোক আমাদের পরিবারেই।,1,,,,,,,,,,,,,,,,,,,,,,,,
স্যাটাভাঙা প্রেমিক প্রেমিকা,0,,,,,,,,,,,,,,,,,,,,,,,,
বাংলাদেশে আজো পরিবার থেকে রাষ্ট্র পর্যন্ত সর্বত্রই লিঙ্গভিত্তিক অসমতা টিকে আছে।,0,,,,,,,,,,,,,,,,,,,,,,,,
মানবসভ্যতার এই যুগে নারীরা অনেক দিক থেকে এগিয়ে গেছেন।,1,,,,,,,,,,,,,,,,,,,,,,,,
আর বর্তমান যুগে তা আরও আধুনিক পর্যায়ে এসে পৌঁছেছে।,0,,,,,,,,,,,,,,,,,,,,,,,,
"নিঃস্ব অবস্থায় যদি আপনি আমার পাশে না থাকেন, তাহলে আসলে কখনোই আপনি আমাকে পুরোপুরি বুঝতে পারবেন না।",0,,,,,,,,,,,,,,,,,,,,,,,,
দিন দিন বাংলা নায়িকা গুলো কি যে করে আবার তারা পুরুষের বিরুদে মামল করে সে মামলা আদালত গ্রহন করে কপাল,2,,,,,,,,,,,,,,,,,,,,,,,,
"কখনো কখনো বাল্যবিয়ে সম্পর্কে সমাজের সচেতন মানুষ জানার পর প্রতিবাদ করলে মেয়ের পরিবার থেকে বলা হয়, স্কুলে বা বাড়িতে বখাটে যুবকরা মেয়েটিকে যন্ত্রণা দেয়",1,,,,,,,,,,,,,,,,,,,,,,,,
"উচ্চশিক্ষিত বোনেরা অধিকাংশই ক্ষতিগ্রস্থ, চরিত্র নষ্ট করে ফেলেছেন।",2,,,,,,,,,,,,,,,,,,,,,,,,
"ছলনা করা নারিদের অপরাধ নয়, জন্মগত অভ্যেস",2,,,,,,,,,,,,,,,,,,,,,,,,
একজন শিক্ষিত মা পাওয়া একটি শিশুর জন্য সৌভাগ্যের বিষয়। ,1,,,,,,,,,,,,,,,,,,,,,,,,
যতো ফ্যামিলিতে মেয়েরা উপার্কজন করে দেখবেন সংসারে অশান্তি।,2,,,,,,,,,,,,,,,,,,,,,,,,
মেয়ে মানুষের চেয়ে ছেলেরাই সবকিছু ভলো পারে।,2,,,,,,,,,,,,,,,,,,,,,,,,
"স্বাধীতার পর ঘর থেকে বের হয়ে অল্প যে কজন নারী সংস্কৃতিক র্চচা এবং প্রগতির পথে যাত্রা করেন, মা তার মধ্যে অন্যতম।",1,,,,,,,,,,,,,,,,,,,,,,,,
"তাদের মতে, প্রাণী ও উদ্ভিদ জগত মানুষের তথ্যের ভাণ্ডারে এনে দিতে পারে এক বিশাল বিপ্লব।",0,,,,,,,,,,,,,,,,,,,,,,,,
কিছু পেতে গেলে কিছু ত্যাগ করতে হয়,0,,,,,,,,,,,,,,,,,,,,,,,,
বিয়ে স্বাদি আল্লাহ সহজ করে দিয়েছেন আর আপনারা এটাকে কঠিন করে তুলেছেন,0,,,,,,,,,,,,,,,,,,,,,,,,
"মাইয়াদের কাপড় কম পরিয়ে আপনারা ১০০% পাশ! কারণ এতে আপনাদেরই সুবিধা!
সব শিয়ালই চায় মুরগি অরক্ষিত থাকুক! খেতে সুবিধা।",2,,,,,,,,,,,,,,,,,,,,,,,,
নারীর একটি দায়িত্ব আছে যা শত পুরুষের দায়িত্বের চেয়ে বড় ও ভারী। এর নাম মাতৃত্ব,1,,,,,,,,,,,,,,,,,,,,,,,,
"রাত বাড়তে থাকলো, তাদের কথাবার্তাও একটু অন্যরকম হতে শুরু করলো।",0,,,,,,,,,,,,,,,,,,,,,,,,
বেশ কয়েকবছর ধরে দিল্লিতে বসবাসরত এক নারী বলছিলেন বায়ুদূষণের মাত্রা দিনদিন বাড়তে থাকায় দিল্লিতে কাজ করতে আসা বিদেশী নাগরিকের সংখ্যা দিনদিন হ্রাস পাচ্ছে।,0,,,,,,,,,,,,,,,,,,,,,,,,
আজ ঘরে ঘরে পুরুষ নির্যাতিত হচ্ছে একটা মেয়ে একটা ফ্যামিলিকে ধ্বংস করে দিতে পারে,2,,,,,,,,,,,,,,,,,,,,,,,,
"বাবা-মা অবশ্যই সন্তানের মঙ্গলচান তবে,কনসেপ্টা চেঞ্জ করতে হবে।",0,,,,,,,,,,,,,,,,,,,,,,,,
" এমনকি পৃথিবীর মহামনীষীরাও বলেন, পৃথিবীর সবচেয়ে বেশি উচ্চারিত শব্দের নাম মা।",1,,,,,,,,,,,,,,,,,,,,,,,,
 পরিবার থেকেই শেখানো হয় মেয়ে হয়ে জন্মানোর ফলে ছেলে সন্তানের জন্য যা উপযোগী বা গুরুত্বপূর্ণ তা মেয়েদের জন্য নয়। ,1,,,,,,,,,,,,,,,,,,,,,,,,
"সম্পদ, মঞ্জুরি ও অন্য অর্থনৈতিক উপাদানের ওপর নিয়ন্ত্রণ প্রতিষ্ঠা না হলে নারীরা স্বাধীনভাবে সিদ্ধান্ত নিতে পারবে না।'",1,,,,,,,,,,,,,,,,,,,,,,,,
"অনেক দেখেছি তোর মত মেয়েরা
মরনের আগে তোরাই ভিক্ষার ঝুলি নিয়ে রাস্তায় বের হবি।",2,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েদের এ সাফল্যে আমি নারী হিসেবে গর্বিত,1,,,,,,,,,,,,,,,,,,,,,,,,
যে আপনার দিকে তাকায় না সে অন্য বেডির দিকে আর কি তাকাবে তাই এইদিক থেকে হলেও আপনি শান্তিতে আছেন,1,,,,,,,,,,,,,,,,,,,,,,,,
মেয়ে বুড়ো বয়সে এত ভাব নিয়ে কি বুঝাতে চেয়েছ? সকলেই জানে তুমি ফরমালিন যুক্ত।,2,,,,,,,,,,,,,,,,,,,,,,,,
বিশ্ব বিদ্যালয়ের মেয়ে রা কেমন তা মানুষ ভালো ভাবে জানে। আর ওদের জন্য পাগল শুধু টাকা লোভে বিয়ে করে কিছু লুভি মানুষ,2,,,,,,,,,,,,,,,,,,,,,,,,
মেয়ে ডাক্তার হয়ে কি হবে ? রান্না তো পারে নাহ।,2,,,,,,,,,,,,,,,,,,,,,,,,
ক্যারিয়ারে সফল নারী পুরুষদের কাছে বেশ আকর্ষণীয়।,1,,,,,,,,,,,,,,,,,,,,,,,,
সঙ্গত কারণেই তাই বিপিএলের প্রতিটি আসরই বিতর্কিত হয়েছে।,0,,,,,,,,,,,,,,,,,,,,,,,,
মাসিমা দয়া করে ডালিম দেখিয়ে এই শীতে পানি আনার চেষ্টা করবেন না কারণ গোসল করতে অনেক কষ্ট হয়,2,,,,,,,,,,,,,,,,,,,,,,,,
"আসুন, আমরা সবাই নারীদের সম্মান করি, তাঁদের অধিকার প্রতিষ্ঠা করি",1,,,,,,,,,,,,,,,,,,,,,,,,
ছোটবেলা থেকেই মেয়েদের মনের মধ্যে স্বাবলম্বী হওয়ার ইচ্ছাটা গেঁথে দিতে হবে,1,,,,,,,,,,,,,,,,,,,,,,,,
"নারী অধিকার আদায় করতে গিয়ে নারীর কাপড় খুলে ফেলা সুশীল সমাজেকে জানাই, জয়া স্যানিটারি ন্যাপকিনের শুভেচ্ছা",2,,,,,,,,,,,,,,,,,,,,,,,,
"সংস্কৃতির বিশাল অঙ্গনে যে উজ্জ্বল তারকারা আছেন, সেটা চিত্রগ্রাহক, নাটক, সিনেমা বা পরিচালনা—সর্বক্ষেত্রেই নারীরা আছেন।",1,,,,,,,,,,,,,,,,,,,,,,,,
ওড়না না পড়া তো কিয়ামতের আলামত।,2,,,,,,,,,,,,,,,,,,,,,,,,
"প্রাচীন গ্রীকে, নারিবিদ্বেষকে একটি অসুখ বলে উল্লেখ করা হয়েছে। ",1,,,,,,,,,,,,,,,,,,,,,,,,
"তার বাবা উরুকের ধর্মযাজক লুগালাবান্দা, মা দেবী নিনসাল।",0,,,,,,,,,,,,,,,,,,,,,,,,
"এই ধরনের মহিলাদের  কে গাড়ি এক্সিডেন্ট ঘটায়ে মারতে হবে.... কোন মামলা নাই, ঝামেলাও নাই... ময়লাও পরিষ্কার",2,,,,,,,,,,,,,,,,,,,,,,,,
অনেকেই আছেন যারা বাংলাদেশে বছর শেষে ঘুরতে গিয়েছেন দাঁতের ডাক্তার দেখানোর জন্য।,0,,,,,,,,,,,,,,,,,,,,,,,,
দেশের মানুষদের মনে আসে স্বস্তির হাওয়া।,0,,,,,,,,,,,,,,,,,,,,,,,,
"এইরকম টক্সিক মা অনেক অনেক আছে, কেউ প্রকাশ করে, কেউ প্রকাশ করেনা লোক লজ্জার ভয়ে",2,,,,,,,,,,,,,,,,,,,,,,,,
নারী রাষ্ট্র পরিচালনা করছে।,1,,,,,,,,,,,,,,,,,,,,,,,,
"তাই এটা বলা মুশকিল যে, দুর্দান্ত লেস্টারের বিপক্ষে এমেরি কী ভাবছেন, বা তার কৌশল কী।",0,,,,,,,,,,,,,,,,,,,,,,,,
আফা গো আফা বুক জ্বালাপোড়া করে আন্নে নি,2,,,,,,,,,,,,,,,,,,,,,,,,
"মায়ের অসুস্থতায়, যে কোনও সমস্যা ও প্রয়োজনে আমরাও যেন মায়ের পাশে নির্ভরশীল শক্তি হয়ে থাকতে পারি।",1,,,,,,,,,,,,,,,,,,,,,,,,
আমি ও চাই বিয়ে করলে মরে গেলে তার ভালবাসা নিয়ে বেঁচে থাকবো,0,,,,,,,,,,,,,,,,,,,,,,,,
"এই গবেষণাগারে একধরনের শিয়ালের শংকর তৈরি করা হয়, যাদের আচরণ অনেকটাই কুকুরের মতো।",0,,,,,,,,,,,,,,,,,,,,,,,,
মেয়ে চাইলেই তার বিয়ের সিদ্ধান্ত বিলম্বিত করতে পারবে না,2,,,,,,,,,,,,,,,,,,,,,,,,
"পৃথিবীর বহু মনীষী, বীরযোদ্ধা, বৈজ্ঞানিক, কবি-সাহিত্যিক তাদের নিজ নিজ কর্মে উৎকর্ষ সাধনের পেছনে তাদের স্ত্রীদের অবদান অকপটে স্বীকার করেছেন।",1,,,,,,,,,,,,,,,,,,,,,,,,
"ভালো এক পাশের থেকে দড়ি টানাটানি করলে শুধু শুধু নিজের হাত এ কাটবে, আর মেইন কথা মানুষ অভ্যাসের দাস সুতরাং এই অভ্যাস ও কেটে যাবে শুধু নিজেকে মানিয়ে নিতে হবে",0,,,,,,,,,,,,,,,,,,,,,,,,
"কখনো এমন নারী বিয়ে করতে নেই,যারা স্বামীর আপন ভাই বোনদের চেয়ে, চাচাতো, খালাতো ভাইবোন দেরকে বেশী ভালোবাসে।",2,,,,,,,,,,,,,,,,,,,,,,,,
তিনদিন ধরে আটলান্টিক পাড়ি দিচ্ছে টাইটানিক।,0,,,,,,,,,,,,,,,,,,,,,,,,
"নারীদের মন খুব ছোট হয়, তারা শুধু অন্যের ক্ষতি করতে জানে এবং কষ্ট দিতে জানে।",2,,,,,,,,,,,,,,,,,,,,,,,,
"তুমি মেয়ে, বেশি জোরে হাসাহাসি করা যাবে না।",2,,,,,,,,,,,,,,,,,,,,,,,,
"এ গুলো হচ্ছে আবাল মার্কা কথা বার্তা,,আর আপনি হচ্ছেন একটা অতি উৎসাহী প্রাণী, এত আবেগ কেরে আপনার।",0,,,,,,,,,,,,,,,,,,,,,,,,
সাইকো'র পাল্লায় পড়লে গেবন তামা তামা,0,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েরা সময়ে কাজ শেষ করতে পারেনা,2,,,,,,,,,,,,,,,,,,,,,,,,
নেশা করে পার্টি করার খেসারত দিয়েছেন মেয়ে।,2,,,,,,,,,,,,,,,,,,,,,,,,
নারীকে বাদ দিয়ে কোনো বড় অর্জন এ দেশে সম্ভব হয়নি,1,,,,,,,,,,,,,,,,,,,,,,,,
"আপু, শাড়ির আচলটা আরো উপরে তুলো।",2,,,,,,,,,,,,,,,,,,,,,,,,
সেই সাথে আফ্রিকান নেশনস কাপের বিকল্প বা প্রতিযোগী অন্য কোনো টুর্নামেন্ট তারা অসম্ভব বলেই মনে করেন।,0,,,,,,,,,,,,,,,,,,,,,,,,
"আহারে বিনোদ, কত স্মৃতি বিজড়িত এই মহিলার নাভি!",2,,,,,,,,,,,,,,,,,,,,,,,,
 আপু ওই ছেলেকে চলে যেতে দেন কারণ এই ছেলেকে বিয়ে করলে সারাজীবন পস্তাবেন,1,,,,,,,,,,,,,,,,,,,,,,,,
"বিশ্বকাপে তার ফিটনেস নিয়ে প্রশ্ন উঠেছিল, সেটা নিয়ে তিনি কতটা করছেন, তা অজানা।",0,,,,,,,,,,,,,,,,,,,,,,,,
ওই গাড়িতে তার চাচা এবং ভাই ছিলেন।,0,,,,,,,,,,,,,,,,,,,,,,,,
একই বছরের ১১ নভেম্বর বঙ্গবন্ধু স্যাটেলাইট নির্মাণে ফরাসি প্রতিষ্ঠান থ্যালেস অ্যালেনিয়া স্পেস কোম্পানির সাথে চুক্তি করে বিটিআরসি।,0,,,,,,,,,,,,,,,,,,,,,,,,
বর্তমান সময়ে সবচেয়ে জরুরি বিষয় হলো গণমাধ্যমে নারীর ভূমিকার ইতিবাচক রূপায়ণে ব্যাপক ভূমিকা রাখা এবং এজন্য প্রথমত নারীকে সতর্ক থাকতে হবে যাতে তিনি যেখানে উপস্থাপিত হতে যাচ্ছেন সেখানে যেন শুধু তার রূপ নয় বরং মেধা ও কর্ম গুরুত্ব পায়,1,,,,,,,,,,,,,,,,,,,,,,,,
"আপু, গোপন রাখলেন কই সব তো দেখাই দিলেন।",2,,,,,,,,,,,,,,,,,,,,,,,,
সেজন্য দরকার নারী-পুরুষ নির্বিশেষে ইতিবাচক সচেতনতা সৃষ্টি,0,,,,,,,,,,,,,,,,,,,,,,,,
"মাসিমা বাচ্চাদের খাবার ওড়না দিয়ে ঢেকে রাখুন।
",2,,,,,,,,,,,,,,,,,,,,,,,,
এই যুগে একদম নিষ্পাপ মেয়ে আশা করাটাই বোকামি হবে,2,,,,,,,,,,,,,,,,,,,,,,,,
নারীরা পুরুষের তুলনায় কর্মক্ষেত্রে বেশি বাধার সম্মুখীন হয়।,1,,,,,,,,,,,,,,,,,,,,,,,,
‌ যৌতু‌কের নীল দংশ‌নে দং‌শিত হ‌চ্ছে নববধু।,1,,,,,,,,,,,,,,,,,,,,,,,,
অতিরিক্ত পেয়ে গেলে সস্তা মনে করে। তাই অতিরিক্ত কিছুই ভালো না।,0,,,,,,,,,,,,,,,,,,,,,,,,
চাকরি করলে ছেলেমেয়ে দেখবে কে ওরা তো অমানুষ হবে,2,,,,,,,,,,,,,,,,,,,,,,,,
 নারীদের একসঙ্গে অনেকগুলো কাজ করতে হয়।,1,,,,,,,,,,,,,,,,,,,,,,,,
"মেয়েদের লাইফ পার্টনার বলতেই হ্যান্ডসাম, সাকসেসফুল, বিত্তবান বোঝে।",2,,,,,,,,,,,,,,,,,,,,,,,,
 মায়ের হাসি মুখটাই দেখতে চাই সব সময়।,1,,,,,,,,,,,,,,,,,,,,,,,,
দেশের রপ্তানি শিল্পের ৯০ শতাংশ আয়ই নারীশ্রমে অর্জিত। এ জন্য নারীসমাজকে এ দেশের অর্থনীতির অন্যতম চালিকাশক্তি বলা যেতে পারে,1,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েটি স্কুলে পড়ার সময় থেকেই ফুটবল খেলায় আগ্রহী ছিলেন।,1,,,,,,,,,,,,,,,,,,,,,,,,
আপনার সন্নাসী হওয়া সময়ের দাবি,0,,,,,,,,,,,,,,,,,,,,,,,,
বর্তমান শতকে এই বিশ্ববিদ্যালয়ে নারী ও পুরুষ শিক্ষার্থীর শতকরা অনুপাত ৫০: ৫০ বা সামান্য কম-বেশি হয়ে থাকে।,0,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েরা মোটেও দামি নয়৷ নাহলে বাবা মায়েরা চাতক পাখির মতো ছেলে সন্তানের আশায় বসে থাকতো না৷ ,2,,,,,,,,,,,,,,,,,,,,,,,,
তাওরাত (হিজরতঃ ৩) অনুযায়ী তিনি তাকে বনী ইসরাইলকে মিসর থেকে বের করে আনতে বললেন।,0,,,,,,,,,,,,,,,,,,,,,,,,
সেসব নিয়ে লিখেছেন 'বিবিধ বিষয়'।,0,,,,,,,,,,,,,,,,,,,,,,,,
অবাধ্য স্ত্রীকে শাসন করাই প্রকৃত পুরুষত্ব।,2,,,,,,,,,,,,,,,,,,,,,,,,
আপার বুকে এত বড় বড় দু:খ কিভাবে পুশে রাখেন ভাবতেই অবাক লাগে।,2,,,,,,,,,,,,,,,,,,,,,,,,
"মানে একজনের জীবন নষ্ট করে শান্তি পাচ্ছেন না,,,দুইজনের জীবন নষ্ট করতে হবে।",0,,,,,,,,,,,,,,,,,,,,,,,,
"কত খানি ভালোবাসলে সে আপনাকে খাঁচায় বন্দী করে রাখতে চায়, এর কিছু বুঝেন আপনি,,,??",0,,,,,,,,,,,,,,,,,,,,,,,,
স্ত্রীরা স্বামীদের জন্য সবসময় অনুপ্রেরণা জোগায়।,1,,,,,,,,,,,,,,,,,,,,,,,,
পুরুষতান্ত্রিক সমাজে নারীরা কিন্তু অতীত কাল থেকেই নারীরা অবহেলিত।,1,,,,,,,,,,,,,,,,,,,,,,,,
"শুধু ঘরের মধ্যে সীমাবদ্ধ নয়, কুসংস্কার ভেঙে বেরিয়ে আসছে নারী।",1,,,,,,,,,,,,,,,,,,,,,,,,
"এখানে উদ্দেশ্যপ্রণোদিতভাবেই শুরু করা হয়েছে 'তুমি' দিয়ে, আর শেষ করা হয়েছে 'আমরা' দিয়ে।",0,,,,,,,,,,,,,,,,,,,,,,,,
সেই প্রশ্নের উত্তর খুঁজতেই আজ ওইজা বোর্ড সম্পর্কে জানার চেষ্টা।,0,,,,,,,,,,,,,,,,,,,,,,,,
নারীদের ব্যাংক ও পাইকারি বাজারসহ সংশ্লিষ্ট ক্ষেত্রগুলোতে যোগাযোগের অপর্যাপ্ততাও একটা বড় বাধা,1,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েরা শুধুমাত্র পুরুষের সহায়তার ফলে নিজেকে প্রতিষ্ঠিত করতে পেরেছে।,2,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েদেরকে কোএডুকেশনে কেন পড়ান? গার্লস স্কুলে পড়াবেন।,2,,,,,,,,,,,,,,,,,,,,,,,,
"তোরে যদি পাইতাম,,,বড় বেড়েশ গরু দিয়া চুদাইতাম।খানকি",2,,,,,,,,,,,,,,,,,,,,,,,,
"ক্ষমতায়নে শিক্ষার মাধ্যমে নারীর সম্মান বাড়াতে সচেতনতা বৃদ্ধি, সাক্ষরতা এবং প্রশিক্ষণের ব্যবস্থা অন্তর্ভুক্ত হয়ে আছে।",1,,,,,,,,,,,,,,,,,,,,,,,,
এমনকি পর্যটকদের জন্যও কখনো এই গ্রামটি উন্মুক্ত করে দেয়া হয়নি।,0,,,,,,,,,,,,,,,,,,,,,,,,
"আমি আমার জীবনে অনেক দেখলাম, সিংেল মম মানেই অশ্লিল আর দেহ প্রদর্শনীর ছড়াছড়ি",2,,,,,,,,,,,,,,,,,,,,,,,,
"এখন ভাবতে পারেন, উপহার হিসেবে কী নেবেন?",0,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েরাই ধর্ণা দিচ্ছে খালাম্মাদের বয়স ৩০+...বিয়ে হয় না....তখন কি করবে?,2,,,,,,,,,,,,,,,,,,,,,,,,
বর্তমান সময়ে বিয়ে পুরুষদের জন্য একটি ফাঁদে পরিণত হয়েছে।,2,,,,,,,,,,,,,,,,,,,,,,,,
নারী রাইডারদের পেছনে বসা তুলনামূলক নিরাপদ।,1,,,,,,,,,,,,,,,,,,,,,,,,
ড্রাইভিং এর মতো শক্ত কাজ মেয়েরা পারবে না এইটাই এই সমাজ বিশ্বাস করে।,1,,,,,,,,,,,,,,,,,,,,,,,,
এত সাজগোজ এর ঠেলায় আপনার অরিজিনাল চেহারার বিকৃতি ঘটেছে ম্যাডাম।,2,,,,,,,,,,,,,,,,,,,,,,,,
মাইয়া মানুষ পলটি নিতে ২ সেকেন্ড লাগে না এরা দিনশেষে নিজেরা ভালো সেজে অন্যকে দোষী করে ভাগে,2,,,,,,,,,,,,,,,,,,,,,,,,
আপুর দুধ গুলা আগের মতো নাই শুকিয়ে গেছে।,2,,,,,,,,,,,,,,,,,,,,,,,,
আমি চাই মেয়েরা সম্মানে থাকুক,1,,,,,,,,,,,,,,,,,,,,,,,,
স্বামীকে শিক্ষিত ও চাকরিজীবী নারীরা সেকুলার আইন ব্যবহার করে তালাক্ব দিয়ে কবিনের টাকা নিয়ে যায়।,2,,,,,,,,,,,,,,,,,,,,,,,,
গোপন দুঃখগুলো ক্লিভেজে লুকিয়ে রাখে কোনো কোনো মেয়েমানুষ।,2,,,,,,,,,,,,,,,,,,,,,,,,
"পরিবর্তনে যদি বিশ্বাস না রাখেন, তবে হয়তো আকাঙ্ক্ষা থেকে সফলতার পথে যাত্রাটাও রয়ে যাবে স্থির পথের বিন্দুতে।",0,,,,,,,,,,,,,,,,,,,,,,,,
খুব গালী দিতে ইচ্ছা করছে কিন্তু দিবো না।এর আগে ২ দিন রেষ্টিক খাইছিলাম আপনার মতো একজন ফালতু মেয়েকে গালী দিয়ে,2,,,,,,,,,,,,,,,,,,,,,,,,
বাল্য বিয়ে বলতে কিছু নায়।,2,,,,,,,,,,,,,,,,,,,,,,,,
একটা অনার্স পড়ুয়া প্রাপ্ত বয়স্কা মেয়ে কে নিয়ে এই যুগে সব বাবা মায়ের ই দুশ্চিন্তা থাকে,1,,,,,,,,,,,,,,,,,,,,,,,,
মেয়ের বাইরের দর্শন থেকে ভিতরের দর্শন সুন্দর হওয়া জরুরী,1,,,,,,,,,,,,,,,,,,,,,,,,
খুবই খারাপ লাগে।কিভাবে নিজেদের ভুল সিদ্ধান্ত আরেকজনের উপর চাপিয়ে দেয়।দাও দাও অবস্থা।কবে যে পরিত্রান পাবো আল্লাহ্ সহায় হোন।,0,,,,,,,,,,,,,,,,,,,,,,,,
কিছুক্ষণ কথোপকথন চলার পর আবদুল্লার সাথে যোগাযোগ বন্ধ হয়ে যায়।,0,,,,,,,,,,,,,,,,,,,,,,,,
কোথা থেকে এসেছেন?,0,,,,,,,,,,,,,,,,,,,,,,,,
"প্রতিদিন পুটকি মারে কয় জনা তাও, বলেন জাতি শুনে যাক।",2,,,,,,,,,,,,,,,,,,,,,,,,
আপনার মতো নারীর সাথে যে ওই পুরুষ সংসার করছে এটা আপনার প্লাস আপনার পরিবার এর ভাগ্য।,2,,,,,,,,,,,,,,,,,,,,,,,,
"আমি এমন একটা মানুষ দেখেছি, যে বাবার বাড়িতেও থাকতে চায় না, শ্বশুড়বাড়িতেও থাকতে চায়না.",0,,,,,,,,,,,,,,,,,,,,,,,,
যার সাত ঘাটের পানি খেয়ে অভ্যাস সে এক ঘাটে টিকবে কি করে!!,0,,,,,,,,,,,,,,,,,,,,,,,,
"উহহহহ,৩ জামাইর বঊ 😋
বেবি ডল",2,,,,,,,,,,,,,,,,,,,,,,,,
মায়ের হাতে বর্ণমালা শেখার মাধ্যমেই আমাদের শিক্ষাজীবনের যাত্রা শুরু হয়।,1,,,,,,,,,,,,,,,,,,,,,,,,
কিন্তু এ ব্যাপারে আন্তর্জাতিক সংস্থাগুলোর বক্তব্য কী?,0,,,,,,,,,,,,,,,,,,,,,,,,
এই মেয়েগুলো ছিলো এক নম্বরের ফাজিল। মাদ্রাসার ভেতরে বেহায়াপনা করতো। তাই বাবা-মা বিয়ে দিয়ে দিয়েছে।,2,,,,,,,,,,,,,,,,,,,,,,,,
সবসময় তেল দিয়ে রাজার মন জয়ে সচেষ্ট থাকতো সে।,0,,,,,,,,,,,,,,,,,,,,,,,,
মানুষের সমালোচনা সহ্য করতে শিখেন।,0,,,,,,,,,,,,,,,,,,,,,,,,
ফেমিনিস্ট গুলার বাগে পাইলে আচ্ছামত আগে ধোলাই দিবেন। তারপর দিবেন মধুর শিশি । আর সবশেষে দিবেন আবার ধোলাই। তবে শেষবার হবে মগজ ধোলাই। দেখবেন ফেমিনিজম এর চোদ্দো গুষ্টি উদ্ধার হবে।,2,,,,,,,,,,,,,,,,,,,,,,,,
তিনি লক্ষ্য করতেন যে অনেক নারী নিজেকে প্রস্তুত বলে ভাবতে পারতেন না।,0,,,,,,,,,,,,,,,,,,,,,,,,
জাতিসংঘের শান্তিরক্ষী মিশনেও তাঁরা অংশ নিচ্ছেন,1,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েরা টাকার মূল্য বোঝে না।,2,,,,,,,,,,,,,,,,,,,,,,,,
"যৌতুক শুধু জুলুম নয়, অনেক বড় জুলুম।",1,,,,,,,,,,,,,,,,,,,,,,,,
"আপনি একটা সময়ে কত প্রিয় মানুষ ছিলেন আর এখন আপনাকে দেখলে বমি আসে,নিকৃষ্ট মহিলা আপনি,মানুষকে মুখ দেখান কিভাবে?",2,,,,,,,,,,,,,,,,,,,,,,,,
পরিবার বা সমাজে নারীর ভূমিকা যত গুরুত্বপূর্ণই হোক না কেন নারীর অবদানকে সেখানে গণ্য করা হয় না।,2,,,,,,,,,,,,,,,,,,,,,,,,
"বাল্যবিয়ে শুধু হয় মেয়েদের, ছেলেদের না।",2,,,,,,,,,,,,,,,,,,,,,,,,
তবে বেশিরভাগ মানুষ তাদের জীবনের সেরা মুহূর্তগুলো মনে করতে থাকেন।,0,,,,,,,,,,,,,,,,,,,,,,,,
কর্মক্ষম নারীদের মধ্যে সবচেয়ে বেশি নারী কৃষিকাজে নিয়োজিত রয়েছে,1,,,,,,,,,,,,,,,,,,,,,,,,
আপু একটা কথা বলি এই সব কাপড় না পড়ে পর্দা করেন কারন দেশের যা অবস্থা আল্লাহ নাকরুক কার কখন কি হয়ে যায় বলা যায় না আল্লাহ তালার কাছে দুয়া করি আমাদের সবাই কে এই করনা ভাইরাসে সংক্রমণ থেকে হেফাজত করুন আমিন।,2,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েদের ক্রিকেট খেলা আবার দেখার জিনিস হইলো নাকি?,2,,,,,,,,,,,,,,,,,,,,,,,,
পৃথিবীতে সর্বপ্রথম স্বামী স্ত্রী সম্পর্ক সৃষ্টি হয়েছে।দোয়া রইলো আল্লাহ জান্নাতে দান করুক আপনার ভালোবাসার মানুষটাকে।,1,,,,,,,,,,,,,,,,,,,,,,,,
 নির্মাণশিল্প কিছুটা বেশি চ্যালেঞ্জিং পেশা। আর পুরুষেরাও এই পেশায় নারীদের দেখে অভ্যস্ত না। ,1,,,,,,,,,,,,,,,,,,,,,,,,
সবাই তখন তাকে ভিলেনের আসনে বসিয়েই দিয়েছেন।,0,,,,,,,,,,,,,,,,,,,,,,,,
তোমরা কচি মেয়ে বিয়ে করো তাদের মুখে সু ঘ্রান থাকে।,2,,,,,,,,,,,,,,,,,,,,,,,,
"মেয়ে শিশুকে  ক্রিকেট ব্যাট, সাইকেল এসব ও কিনে দিন, শুধু পুতুল আর রান্নার খেলনা নয়।",1,,,,,,,,,,,,,,,,,,,,,,,,
"বেডি আর কোনো খদ্দের পায় না, উলঙ্গ হয়ে রাস্তায় দাঁড়ালেও না।",2,,,,,,,,,,,,,,,,,,,,,,,,
সততার দিক থেকে নারী প্রকৌশলী ও স্থপতিরা এগিয়ে আছেন।,1,,,,,,,,,,,,,,,,,,,,,,,,
"নারীরা যেখানে ঘর ও কর্মক্ষেত্রের বাইরে গণপরিবহনে নিরাপদ থাকার কথা, সেখানে দিন দিন ক্রমবর্ধমান হারে গণপরিবহনে নারী হয়রানির ঘটনা এভাবে বাড়তে থাকলে একসময় নারী নিরাপত্তা সম্পূর্ণ হুমকির মুখে পড়বে, যা একটা দেশের সুশাসনের মানদণ্ডকে প্রশ্নবিদ্ধ করে",1,,,,,,,,,,,,,,,,,,,,,,,,
